UniProtID,UniRef50_Cluster
A8MTJ3,"A8MTJ3,P0C7Q4,H2PN19,A0A5F8ALC3,H2RBI6,A0A6D2WTC4,A0A2K5NHQ4,A0A096NRM0,A0A2R8ZVH6,A0A8C9HLN9"
A8MTQ0,"A8MTQ0,A0A8I5TVR9,A0A2J8XBJ4,A0A8I5NAT8,A0A8D2FB47,G7PMH3,G3RF60,A0A2R9B8T8,H2RBR1,A0A6D2WQP9"
A8MTZ0,"A8MTZ0,A8MTZ0-2,A0A835ZW64,A0A2K5LLQ1"
A8MU46,"Q99LM3,A8MU46,A0A6P5PBZ4,A0A8C6GAD0,L9JD10,H0XRK8,A0A2K6GFV4,A0A8C8Z1K6,A0A8C5VD53,A0A9B0U2H5"
A8MUP2,"A8MUP2,A0A9L0S227,A0A7J7RTD6,A0A7J7RTF2,A0AA40HQ96"
A8MV65,"A8MV65,A0A663D5S7,A0A2R9CIY7,G3R238,A0A6J3HSR6,A0A2K5R3C8,A0A1D5QY02,G7NZ51,A0A2K6C7W0,G1RM70"
A8MVW5,"A8MVW5,Q4VAH7,A0A096N1E6,A0A2K6E7Z2,A0A6D2WUV2,A0A2I3TP13,G3RX28,A0A2J8WJU8,A8MVW5-3,F6ULD0"
A8MW95,"A8MW95,A0A2R8ZFZ4,A0A9B0TKK4,A0A8C6A963,A0A5E4C3K5,A0A834PL09,A0A8D2I6G4,A0A8C9UU21,I3N955,A0A6J2EFM3"
A8MW99,"A8MW99,Q8BRM6,F7GHG8,A0A2K5UED8,A0A0D9RXZ2,A0A8C9HHH1,A0A2R8ZKJ8,A0A2I2ZHP2,A0A2I3TQW9,A0A6D2WI64"
A8MXD5,"Q50H32,A8MXD5,G3X9N2,A0A8C6IJC0,M3Y581,A0A9X9M3N8,A0A6J0A576,A0A2Y9JN35,A0A8B7ABK6,A0A8C5ZXI6"
A8MXV4,"P11930,Q7M0H3,Q7M0H4,Q6AYD9,A8MXV4,A0A6P5Q0S3,A0A6J2KR42,A0A2K5ERY9,A0A8J8XJB6,A0A6J3FH05"
A8MYU2,"O54982,A8MYU2,A5LFX5,G3X9P7,A0A6P5Q7Y7,A0A8C6IFI8,A0A8C6N523,A0A8C6IID3,D3Z5P2,D3Z073"
A8MZ59,"A8MZ59,A8MZ59-1,A0A2I2ZWG8,G3RZ19,A0A2I3T614,A0A2R8ZZB6,H2RBX1,A0A2R9A0G0,A0A2J8QFN5,A0A2J8QFN4"
A8TX70,"A8TX70,A0A0D9RCU7,A0A2J8QIH3,A0A2J8U3T7,H0Y393,A0A8D2FGZ1,A0A096NA42,A0A2K6E5E8,A0A2R8ZMQ4,G1QMV0"
A9UHW6,"A9UHW6,J3QLD1,A0A0S2Z5K9,A0A2K6B0V7,A0A2J8KBH0,A0A6J3EWI9,A0A8B7HBQ8,F7FJH3,A0A8I5NGI6,A0A2R8ZLB0"
A9YTQ3,"A9YTQ3,A0A7I2PK40,A0A2J8XSE1,A0A2J8XSQ0,A0A2J8XSE4,A0A2I3RNY8,A0A2I3GC19,A9YTQ3-2,A9YTQ3-3,E5RFG4"
B0I1T2,"B0I1T2,A0A3B3IU30,B0I1T2-3,A0A2K5VZN0,F7DI64,A0A8I5R9C0,A0A096NAZ5,A0A5F7ZWK1,H9ZC89,A0A2K6CS31"
B0L3A2,"B0L3A2,A0A8C5HAA5,A0A8D0B8B1"
B0YJ81,"B0YJ81,Q9N1R5,J3KT94,U3C5E3,K6ZA68,A0A6D2VUF9,A0A2I3HH69,A0A6J3F2Q2,A0A0D9RJP1,A0A2K6DMH3"
B1AK53,"B1AK53,A0A0J9YY76,A0A2I3RPJ4,A0A6D2XHH1,A0A2J8KY51,H2N9A8,A0A2J8URX9,A0A2J8KY62,A0A2J8KY48,A0A2J8KY46"
B2RTY4,"B2RTY4,A0A8C5AJA7,A0A8C5AM21,A0A3B3TXF0,A0A3B5QZT4,A0A6P7K9X2,A0A6P7KCZ1,A0A6P7K9N1,A0A6P7K9Z3,A0A6P7KA00"
B2RUY7,"B2RUY7,Q505H4,H2P8H8,A0A2K5PUK7,A0A8J8XYB9,G7N8U3,H0WP12,H2QJC8,A0A6D2XMH5,A0A8C8YKI9"
B2RUZ4,"B2RUZ4,M4WDD3,A0A2R8Y7R4,H3BS66,A0A2I2Y736,A0A2K5YIX7,A0A2K5DKV3,A0A2K5Q4D0,A0A2K5WW43,A0A2I3RWE2"
B2RXF5,"B2RXF5,B1WBS3,Q811H0,U3ATL2,A0A6J3H0Z2,A0A2I2Z4V5,G7PBR0,A0A2K6JYE0,A0A2J8SZ60,A0A2K6ASA8"
B2RXH2,"B2RXH2,A0A2J8XWQ1,A0A8I5YJE6,A0A2R8ZL50,G1R659,H2REI9,A0A6D2XTW5,A0A8D1H3H8,A0A6P3V9B8,A0A9J7FWA7"
B3KU38,"B3KU38,A0A1W2PRV6,A0A1W2PQT1,A0A1W2PR91,A0A8I5KTZ3,B3KU38-2,C9J366,A0A1W2PPY3,A0A8B9XFL8,A0A3Q2GZV3"
B6A8C7,"B6A8C7,G3SAK7,A0A2J8Q7P7,A0A087X1Q6,B6A8C7-2,H2RIC0,A0A2R8ZH94,H2RHQ7,A0A6D2X885,A0A2R8ZJX8"
B7U540,"Q14500,Q8JZN3,O70596,B7U540,P52187,A0A6P6D767,A0A6P6D7W6,H0VWX9,Q99PR2,A0A1S3F5L3"
B7ZAQ6,"B7ZAQ6,P0CG08,Q5BIM9,B2ZXD5,Q6DDW6,Q8BS95,Q5F448,X5D7G6,H2PZU7,A0A6D2WU86"
C4AMC7,"C4AMC7,Q5U4A3,Q28DN4,A8MWX3,Q9NQA3,A9QQ20,A9QQ18,A9QQ15,A9QQ17,A9QQ16"
C9JE40,"C9JE40,H0YMQ2,A0A2K5MAW2,A0A2K6A858,A0A2R8ZDH6,A0A2J8S4A7,A0A2J8S4A6,A0A096NLY6,A0A2K6CD11,A0A2K5MAW8"
C9JLW8,"C9JLW8,A0A2J8XZ04,A0A6D2WIG5,A0A2J8JG23,A0A2K5LS31,A0A8C9I8H0,A0A2K6AIB7,A0A2K6DL12,A0A8D2F0D8,A0A1S3AP35"
C9JR72,"C9JR72,A0A8C0TWG1,A0A3Q7QBH5,A0A2Y9HDB8,A0A811Y732,A0A8C0K915,A0A8P0SZ50,A0A8I3S4U2,A0A2U3WKP4,A0A2U3XTY7"
C9JRZ8,"C9JRZ8,P45377,A4D1P0,A0A2K6RXF8,A0A7N9IHK5,A0A2K6RXJ9,G1RRL9,A0A1D5RE89,A0A2K6MHV3,A0A2R8ZT79"
D3W0D1,"D3W0D1,A0A7N9D040,A0A2I2YXD8,A0A2R9BXE6,G1QRZ4,H2RES4,A0A6D2XTJ1,H2NGG8,A0A2K5YRC9,A0A2K5KZW6"
D6RGH6,"D6RGH6,G3N1S4,Q3UZ45,D3ZDX9,F1SLM8,A0A2J8V5X2,A0A2K5C1H6,A0A2K6JX76,A0A2K6TRJ5,A0A2K5IV34"
E0CX11,"E0CX11,H9FYI2,A0A2J8V3N1,H2RE77,A0A6D2XRL9,A0A2K5KQD5,A0A8I5NM89,A0A2R9A058,A0A2K5Z4B5,A0A2I3HBK6"
F5H094,"Q9NPD5,F5H094,G3V0H7,A0A2K5W5F2,A0A2K5W5H3,A0A2K6DAU9,G3RY32,A0A4Y1JKK8,Q5S2D3,Q5S2D2"
G2XKQ0,"G2XKQ0,A0A2I3GQ28,A0A401QM66,G1TG12,A0A811Y362,A0A4W5MGI8,A0A4W5MFI9,A0A8D1G6W2,A0A9J7ZNZ4,A0A6F9AWJ5"
H0YL14,"H0YL14,A0A6D2XFJ5,A0A2J8NA19,A0A1S3G9J6,A0A2J8RMX5,U3EKA5,A0A2K6NH02,A0A2K5PBT5,A0A1D5QEJ2,A0A0D9SE92"
K7EJ46,"K7EJ46,A0A2J8LAG8,A0A6D2W198,A0A2J8LAE5,A0A2R8ZPC4,A0A2I2YEH1,K7EJ46-2,A0A2K6TV34,A0A2K5DKX8,A0A2K6CLD3"
K9M1U5,"K9M1U5,A0A7R8C3A5,A0A2I3S1A5,K9UVW4,A0A803KH91,A0A7R8GUP1,A0A8I5TT97,A0A8C9J1N5,A0A0D9QV69"
M0R2J8,"M0R2J8,B6ZDN3,A0A804HJA9,A0A2I3SLY2,A0A6D2VWL7,A0A2J8P4A8,A0A2R9B628,H2Q3C5,A0A6D2WKN2,A0A2K6N9N2"
O00115,"O00115,F6YXJ2,A0A8D2E806,A0A8I5NXG3,A0A2K6D5C9,A0A2K6A8M7,A0A2R9AXV7,A0A2I3GU79,H2NXQ1,B3KQS9"
O00116,"P97275,O00116,Q8C0I1,Q9EQR2,A0A9B0TKX0,A0A9B0TSA4,A0A2K5PEN9,A0A6J3J1M8,A0A8C2VQZ9,A0A6J3J2Y6"
O00124,"O00124,Q2TBH5,Q9QZ49,K7AR77,A0A6D2XQK3,A0A2K6QCQ1,A0A2J8N865,O00124-3,A0A2I3RS34,A0A6D2W181"
O00139,"O00139,Q5ZKV8,Q9WV63,P28740,Q2NL05,O00139-1,G1KI47,A0A7K5RVG3,A0A2P4SAX4,A0A7L3JR68"
O00141,"O00141,Q4R633,Q5BKK4,Q6GLY8,Q6GPN6,A0A2J8X996,A0A2R9CC20,A0A2I3H0Z4,G3S3Y0,H2R6X6"
O00142,"O00142,O00142-6,O00142-5,G3QLL5,A0A2I3SSY1,A0A7I2V465,A0A2R9BAJ0,K7DSE0,A0A6J3ICE2,A0A6J3ICS1"
O00144,"Q9R216,Q8K4C8,O00144,A0A8C6MUP0,A0A9J7JQ62,A0A061I8H1,G3HA15,A0A8C8TNQ2,A0A8U0MZQ4,A0A2Y9J9P5"
O00148,"O00148,G7NLZ7,A0A2K6E4Z6,H2NXT1,K7A9J4,F6TX68,A0A2K6NTZ8,A0A6D2XWW6,A0A2K5P294,A0A0A0MTW1"
O00151,"O00151,V9HW92,A0A2R8ZMD3,G3REN5,A0A2K5P3E3,A0A2K6PWC1,A0A2K6JQK1,F6YRD0,A0A096P5Q9,A0A2K6CWQ9"
O00154,"O00154,B4DUX0,G7MGJ6,A0A2K6V0X2,A0A6P7IS59,A0A6P7IND0,A0A8D0KVZ2,A0A8C4UVH4,A0A7K9WYR7,A0A8T3DCC6"
O00155,"O00155,A0A5F4W8I4,A0A8C9JA27,A0A2K5HAQ2,A0A2K5KUN1,A0A8D2FZV1,A0A2K5PHZ5,F6VMD3,G3R5M2,A0A2K6NFN6"
O00159,"O00159,Q63355,O00159-2,A0A2K5JIX6,S7MEL0,A0A287D4V3,A0A2K5JJ17,I3M5J9,A0A8B8R5X0,A0A6J3GPH1"
O00160,"O00160,A0A2R8ME67,A0A2Y9M718,A0A6J3R778,H0XTE2,A0A8C9E4P8,F7AY12,A0A6J3R683,A0A8C4MYP0,A0A8C6CED4"
O00161,"O00161,A8K287,H2Q995,A0A6D2WLV8,A0A2R8ZSD5,H3BR18,A0A2J8QE47,H3BV99,A0A2J8QE48,H3BM38"
O00165,"O00165,O35387,Q7TSE9,A0A0S2Z591,A0A2R9A4K5,O00165-3,A0A8V8TKG6,O00165-2,A0A096NPN4,A0A2K5ZZN9"
O00167,"O00167,O60647,A0A2R9BSL8,G3SKP8,A8KAG7,A0A6D2VYG4,A0A2J8MJL9,A0A2J8XV82,G1R5D6,A0A6D2Y947"
O00168,"P56513,Q9Z239,O00168,A0A3Q7TYA3,A0A2Y9G0W9,L8XZL3,A0A8C0Q6J0,A0A8I3MRH3,A0A480JTU8,A0A4X1TJJ4"
O00170,"O00170,O97628,O08915,Q5FWY5,G3R3R4,A0A804HKL7,A0A2I2Z668,A0A804HKH9,D0EKE5,A0A8J6ARE8"
O00175,"O00175,A0A8C9H7P8,A0A6D2XXF3,F6TX08,A0A8J8XG40,A0A2K6AYB4,A0A2K5Y1M6,H2QUS5,A0A6D2Y1L9,A0A2R9A0T6"
O00180,"O00180,Q5RD07,Q9Z2T2,Q8R454,O08581,Q0P5A0,Q5UE96,A0A2K6PVG9,A0A2K5PGZ6,A0A6D2WYH8"
O00182,"O00182,K7EPS0,A0A8D2K0E8,A0A2I3TFY2,A0A2I2YZ45,A0A2R9C383,A0A2J8TM63,A0A2J8TM80,O00182-6,J3QS92"
O00186,"Q60770,O00186,A0A8C6HL65,A0A3Q0CWJ7,A0A6I9LMJ5,G3IK27,Q99PV2,F7EZS9,A0A6P3FCT8,A0A6P5P8L8"
O00187,"O00187,Q91WP0,Q9JJS8,A0A096NGG0,F6SW75,H9F592,A0A2K5N2X8,H2N949,H2PY01,A0A6D2WUZ7"
O00189,"O00189,E2RED8,Q29RY8,B4DKN7,A0A7J7EQY7,A0A7J8IXT7,A0A7J8IWU7,A0A8C9DBL1,A0A384AHL7,A0A8C0D740"
O00192,"O00192,B4F7F3,P98203,F7H0U5,G7N396,A0A5F8AD20,A0A5F4WKR1,G3QV08,H2RDK0,A0A2K5J195"
O00194,"O00194,Q99P58,G3RHZ4,H0WSQ2,A0A8B6ZDJ1,A0A1U7QAF8,A0A286Y554,Q4VA90,A0A3Q7QJG8,A0A2U3WBR8"
O00198,"O00198,P62816,P62817,U3E722,A0A3Q7QF38,A0A671EZ71,A0A7J8BXL8,A0A6J1Y4X9,A0A6P3G4Z0,A0A6P3YMD2"
A5A3E0,"A5A3E0,Q6S8J3,P0CG38,P0CG39,H2QW47,A0A8I5YQP9,A0A2J8XSK3,A0A2J8ISC3,H2R3T8,H2QW46"
A6NHX0,"A6NHX0,H2PLW4,H9ZD32,H2QUS0,A0A6D2WU55,A0A2K5LQ68,A0A096MWE8,A0A8C9LLR4,A0A7N9IC38,A0A2K6DNW9"
A6NNN8,"A6NNN8,H3BP02,H3BUP5,H2RA07,G7PZV3,F6Q2Q9,A0A096MXE4,F7H5H2,A0A2I3S875,A0A6D2W4W7"
A8MTJ6,"A8MTJ6,A0A7J7EH58,F6QRW1,A0A287AD54,A0A8B7WK39,A0A8C3VXU3,H2P5J1,A0A0D9RV20,A0A2K5LFZ4,A0A2K5IIV5"
A8MW92,"A8MW92,A0A8C9I184,A0A6J3FVR8,A0A6J3FX60,A0AAJ7MHF0,A0A6J3FWZ9,A0AAJ7MHZ6,A0A6J3FVC5,H9Z9L0,A0A6J3FVT7"
A9QM74,"A9QM74,C1JZ66,C0LLJ0,H2PLH7,A0A2R9C214,G2HJM7,G3QDT1,H2QUZ9,A0A6D2VVS7,G1RIW6"
H3BV60,"H3BV60,A0A7J7U391,A0A8B7THD6,A0A2Y9M6C9,A0A8B8WYL4,A0A2Y9LTB6,A0AAJ8AKZ6,A0A8C4L351,A0A8C0C314,A0A8C9E284"
L0R8F8,"L0R8F8,A0A2K5PKR4,A0A8C9GS99,A0AA41SXM8,A0A8C2NPR3,A0A5N3VPD4,A0A5J5N6B0,A0A8C1MKB8,A0AAW2AYY4,V8P7P4"
O00178,"O00178,D2XV59,Q58DC5,O08582,Q5R8Q7,K7BQI2,A0A803KI77,A0A6J2CWE5,A0A6J2D046,A0A6J2CYP7"
O00203,"Q9Z1T1,Q32PG1,O00203,Q7YRF1,M3Y1C1,A0A8U0N580,A0A8U0NY28,M1EEI5,A0A2Y9JHH7,A0A480ZTX9"
O00204,"O00204,Q29YR5,O35400,A0A6D2XT90,H2R5X6,A0A2R9BNX7,A0A0A0MV09,G7NNQ3,A0A2K5YG65,G7PY24"
O00206,"Q9QUK6,Q9WV82,Q9QX05,Q68Y56,Q9TTN0,O00206,Q8SPE8,Q8SPE9,Q9TSP2,P58727"
O00212,"O00212,H2Q480,A0A6D2XTH3,G3RG70,A0A2R9A503,G5BSB8,A0A2I3GLD2,A0A8B7RIK0,A0A8D2AWQ9,A0A671DTH7"
O00213,"O00213,Q9QXJ1,P46933,A0A2J8SVR1,A0A2J8P6H0,O00213-4,A0A5F8AMW5,V9GYD5,A0A2J8SVN7,A0A2J8P6G3"
O00214,"O00214,Q62665,A0A2J8UDV0,A0A2J8UDW3,A0A2J8UDW5,A0A2J8UDU4,G3QVI8,A0A2J8UDT5,G1QSX9,O00214-2"
O00217,"O00217,Q0MQI3,P0CB98,Q0MQI2,Q8K3J1,K7CW13,A0A663D9B8,A0A2R9BSV7,E9PPW7,A0A2J8QAR9"
O00219,"P70312,G5AY81,O35776,O57424,O97711,O08650,O00219,O57425,A0A6I9LNR0,A0A8C6MQD1"
O00220,"O00220,E5RFH1,G1S189,A0A2I3RUZ2,A0A6D2WXN0,A0A2R9C3Q3,A0A2J8N8Z9,A0A2I2ZI00,A0A2J8X4R8,A0A2J8X4R6"
O00221,"O00221,H0Y4W4,Q7LC14,Q96F31,A0AAJ7MKT6,A0A2K6P541,A0A2K6KU09,A0A2J8Y4W3,A0A6D2XTB0,A0A6D2X186"
O00222,"O00222,A0A9L9PYG5,B6A7Q5,F4YE29,A0A6J0XQD6,C7G3N2,A0A1U7S139,A0A3Q0H1R6,A0A2Y9JY98,A0A2I3T468"
O00231,"O00231,Q2KI42,F1LMZ8,Q8BG32,A0AAU9Z212,A0A8J6BT81,A0A452DW82,A0A2Y9JVB4,A0A8D1W5R0,A0A480M6P1"
O00232,"O00232,Q5RBI3,Q2KJ25,Q9D8W5,A0A2I3G9P1,A0A0S2Z489,A0A6D2Y3K5,K7AJM3,F6UPI2,K7A685"
O00233,"O00233,Q9CR00,Q9WTV5,Q3SZ19,F7HWG2,A0A2K5PRX9,H2NIY5,G2HEU0,A0A6D2WNL9,A0A6J3EYC7"
O00237,"O00237,Q9R1W3,A0AAW0HWP9,A0A9L0K2X9,A0A091DNH4,A0A4U1EJV3,D2HJ81,A0AAX6P643,A0AAX6SWV5,A0A8C5KHE5"
O00238,"O00238,O00238-2,A0AAX6QY56,A0AAX6TA08,A0AAX6QWE6,G5BH61,A0A8C3WUP1,A0A8C3WVA1,A0A6P3HVM6,A0A6P5BY87"
O00241,"O00241,Q5TFQ8,A0A2R9A3Y3,H2R959,H3BQ21,A0A8I5SYR7,A0A1U7TDI3,A0A5F5XS24,A0A485P3G2,A0A667IXB1"
O00244,"O00244,A0A2Z4T009,H2QRU4,F7A4N0,A0A6D2XGB3,A0A2K5ER71,G3R083,E5RGN3,A0A2J8NJW1,A0A2R9CB70"
O00253,"O00253,P56473,P56413,C6SUN5,H2QBB7,A0A6D2Y992,A0A2R9BXJ7,A0A2K6BBX9,A0A2K5Z6G7,A0A8J8XRM3"
O00254,"O00254,Q58D85,A0A2J8NNC7,O00254-2,A0AAJ7GBY7,A0A2K6QJ56,A0A2K6JYY2,H2PFW9,A0A2J8VTB5,A0A8C9IG29"
O00255,"O00255,O88559,Q9WVR8,Q0P5I0,A2SXS5,A0A337SU02,A0A9W2VA30,A0A667GXW8,A0A8D2C2T5,F1RQR2"
O00257,"O00257,O55187,A0A0S2Z5B2,A0A6D2WEX8,H2RGA5,A0AAJ7KXF3,A0A3Q1MDR6,A0A4W2HDJ1,A1L503,A0A8B9Y775"
O00258,"O00258,A0A3B3ISE5,A0A8I3WLY4,H2P360,H9ZD81,H2QL13,A0A2K5QNN4,A0A5S6RBI5,A0A2K5NMF5,A0A8I5N228"
O00264,"O00264,P70580,Q5RED0,O55022,Q95250,Q6IB11,K6ZK25,A0A6D2XY14,A0A2R9CGP0,A0A8I3X9I7"
O00267,"O00267,Q5R405,M0R2M5,M0R105,G3RET7,A0A7K9YFA0,A0A7J8CBB5,A0A5N4DT30,A0A7J7SDF6,A0A3Q1MQ76"
O00268,"O00268,A0A0G2JRY5,H2REF4,A0A6D2Y0I9,A0A8D2JZK3,H9F9C3,A0A8C3JYA7,A0A8V5GFS5,A0A663MV43,A0A672V2T0"
O00270,"O00270,F8VQN3,A0A8I5NXR0,A0A2K6JYI7,A0AAJ7GUU3,G7P492,A0A2R8ZK85,G7MR73,H2PKV1,A0A8D2GGT7"
O00273,"O00273,K7BEQ1,A0A2K5Y0R2,G7NU60,A0A2K5PS49,A0A6J3JMV1,A0A096N1M1,A0A2K6KDZ8,A0A2K6NP31,A0AAJ7MV71"
O00287,"O00287,H2Q7F5,A0A6D2Y0H0,A2T782,H2NJM7,A1YGA8,A2D571,H9F7F5,G7NJY6,G3SEK2"
O00291,"O00291,B4DYD7,A0A2K5WMD8,A0A2I3TE09,A0A2K5WM43,A0A6J3FZY3,H2QUS3,A0A2K5CE60,A0AAJ7GM82,A0A2K6LNZ3"
O00292,"O00292,O75610,A0A6D2Y0P9,H2Q183,A0A2R9A9G4,A0A2K5N170,G7MEF3,A0A2K6DRG1,A0A0D9RUU8,A0A2K6CLB9"
O00294,"O00294,Q0QD38,A0A6D2XP44,A0A2I3TU70,A0A2I2YQ35,G3QHJ5,A0A2K6MIL9,A0AAJ7MCK8,A0A2K6P284,A0A2K6MIL0"
O00299,"O00299,Q9Z1Q5,Q95MF9,Q6MG61,Q9QYB1,Q9Z0W7,Q5R957,Q5E9B7,Q5SRT3,A0A6D2WHT5"
O00300,"O00300,A5D7R1,A0A8C9DTG0,G1QYA0,A0A6J3F9G4,H2QWM3,A0A2R9AB16,A0A2J8PNE7,G7PCQ1,A0A2K5CG73"
O00303,"O00303,A5A6I3,Q9DCH4,B3KSH1,H0YDT6,A0A2J8P644,A0A8B9VL56,A0A7L2CYK8,A0A7K4J806,U3JXA3"
O00305,"O00305,A0A2J8V7C4,U3D4S4,F7B1S0,H2RC03,A0A6D2X947,A0A2K5MF72,A0A2I3M9B2,A0A2K5EYN0,A0A2R8ZZ38"
O00308,"O00308,Q9DBH0,O00308-2,O00308-4,A0A6I9I862,A0A6J3AVQ8,A0A3Q2L473,I3RSH8,A0A9L0SP85,A0A8J6GLI0"
O00311,"O00311,A0A384MTU6,B1AMW7,A0A8C6EIW7,A0A8C6EIM3,H0XLT5,A0A0D9S6S5,A0A2K5S6J8,A0A2K6TL77,F7G6F8"
O00322,"O00322,A0AAX6PU28,A0AAX6PU18,A0A8C9PNT9,G5BXM8,H0V124,A0A811ZVX9,A0A6J2N0W2,A0A7J8CMU4,A0A7E6CMT9"
O00327,"Q9WTL8,A0MLS5,Q5R4T2,Q6YGZ5,O00327,Q9EPW1,O88529,Q91YA9,Q9I8T7,A0A6P7REZ3"
O00329,"O00329,O35904,A0A2K8FKV1,A0A8D1F2Q0,A0A8D1M1M5,A0A8D1VNF0,A0A8B9XN24,L9L0U3,A0A5N4DD28,Q3TBW3"
O00330,"O00330,P86238,A0A8C8MSB2,E9PLU0,A0A2J8P3U4,A0A5F4VX42,A0A2R8M9M4,U3CLZ1,A0A2K6SEM2,U3EE75"
O00337,"O00337,A0A2K5NFG2,A0A1D5RGB3,A0A2K5NFF7,A0A2K5NF88,Q96PL7,A0A8D2EGP2,A0A8C9GQ54,A0A096NN15,A0A2K6PNW0"
O00338,"O00338,A0A2K5X3B6,Q9D939,Q9WUW8,A0A2I3N2M7,G7NAV6,B4DLP0,A0A2J8IUC2,A0A2J8R7Z0,A0A8C9LWY8"
O00339,"O00339,O08746,A0A140VKH7,E5RJM4,A0A2J8PM79,O00339-4,A0A7J8DTJ9,H2PQV9,A0A2J8UF48,G7PCA2"
O00341,"O00341,A0AAJ7HJC5,A0A2K6ML87,A0A2K6ASF9,A0A6D2WPS5,A0A2I3TTD0,A0A2I3S9F3,A0A6D2YAW8,H2N7D0,F6SJQ8"
O00358,"O00358,Q8R2I0,A0A811ZFI9,A0A8I3NP32,A0A8C0T302,A0A8C4MZP0,A0A8M1FXX6,A0A9B0TIK8,A0A8I5NM19,A0A2K6D1D5"
O00370,"O00370,A0A9X7GS71,A0A2N1M582,A0A6N9QIW2,A0A0S4WN42,Q9UJZ4,A0A8I5R9S4,A0A8C1LQS3,A0A8I5MYT6,G7NEW4"
O00391,"O00391,H2N4I1,Q8BND5,Q6IUU3,A0A2R9AG63,A0A2R9ABR6,A0A6J3IXI5,A0A2K5QYH6,A0A2J8V7X6,H2Q0P8"
O00399,"O00399,A0A2U3YU95,A0A250Y969,A0AAJ7ZL50,K7B6S7,F6S8J6,A0A2K6QMT0,A0A2J8X5G6,A0A2I3LT94,A0A2R9BDS5"
O00400,"O00400,Q99J27,Q6AYY8,A0A1U7QFL3,A0A1S3W9L4,H2R208,A0A6D2X0N3,A0A2R9A788,G3RB72,A0A7N9DBM3"
O00401,"O00401,H2QVA9,A0A6D2XEY1,G3S3Y1,G7P0K0,A0A2K6V354,U3BGZ0,A0A2K5QVR6,A0A6J3HPF2,A8K180"
O00408,"O00408,H2R546,A0A6D2W1U4,A0A2R9BH84,A0A1D5QD94,A0A8C7BWJ6,A0A2K5PR66,A0A2K6JT71,A0AAJ7ILU6,A0A6J3GAE4"
O00409,"O00409,Q33BP8,G3V3A7,G3V4N5,G3V5C7,H0WJ86,A0A2K5CX33,A0A6J3IKJ7,A0A2K5SD69,A0A2J8W5B5"
O00410,"O00410,Q8BKC5,O60518,Q8BIV3,A0A2K5U1D8,F6Z6R8,A0A2J8M953,A0A2K6CEU1,E7EX05,E7ESZ1"
O00411,"O00411,H2QES6,K6ZBI1,A0A803KHA3,Q4G0F4,A0A2J8RA74,A0A2J8RA98,G1QJ40,A0A2R9AEU0,H2NWQ4"
O00418,"O00418,A0A2I3TJP1,A0AAG2TFE4,K7BLG4,A0A803KH78,A0A2R9BL84,I3MHZ1,A0A4X2LH06,A0A6P5IPY3,A0A7N4NQD7"
O00421,"O00421,Q9XSD7,Q75ZH0,O00421-2,B2R8C0,C9JP23,A0A2J8TFF8,A0A6D2XSS9,A0A2J8TFL0,A0A2R8ZF92"
O00422,"O00422,Q5RDT5,O55128,F7CXR4,A0A6D2Y7E0,F7IS86,A0A2K6P401,A0A2J8RJK9,A0A2J8QEN5,A0A2K5M192"
O00423,"O00423,O95834,A0A7N5JB36,A0A8B8T8I9,A0A8B9Y416,A0A6J2B6M9,A0A2K5ZW01,A0A8I6AVR0,G1LXV5,A0A8C9MAJ7"
O00425,"O00425,A0A2J8VE37,H2QU96,A0A6D2X2Z9,A0A2R9AZ93,L5KM18,A0A8C7B0I2,G9K5C1,A0A8U0SRB3,A0A2K5J9Q5"
O00429,"O00429,O35303,Q2KIA5,F7HM23,H2NGY2,H9EQ86,K7CJF9,A0A2K6R8V7,K7AB66,A0A2K5E1K3"
O00442,"O00442,Q4R3J0,Q5R7P3,B4DSL0,A6NIC1,A0A2J8VCK8,A8K8K1,I2CT91,A0A0D9S6M8,A0A8C5Z8E8"
O00443,"O00443,P62279,Q5RAY1,Q61194,L7RRS0,E9PPP3,A0A2J8P547,O00443-2,F7ILS1,U3E5M4"
O00444,"O00444,Q5R9Z7,Q6PAD2,B3DL84,A2VDZ4,A0A2K5YMT9,A0A096MT32,A0AAJ7IP49,A0A2K6K3P5,A0A2K6RQB6"
O00445,"O00445,A0A6D2Y1D7,A0A2J8IWZ5,A0A2R9AK16,G3R0Z1,A0A2R9AJ92,K7EQ59,A0A2J8IWZ0,K7EJC4,A0A2J8IX13"
O00451,"O00451,Q5RAD6,Q5E9X0,O08842,A0A2J8X4C5,A0A2J8N9G5,E5RGR6,A0A8C2NYV7,A0A8C2NZS9,A0AAJ7B447"
O00453,"O00453,H2PII5,A0A2J8R4U8,A0A6D2Y1X1,H2R2F3,A0A6D2W4R7,F7DYX8,H9F280,O00453-11,Q5HYT5"
O00459,"O00459,Q96CK7,A0A6J0WU83,A0A6G1AJ07,A0A6J3R4X5,G1P1D0,A0A2Y9E166,A0A8B7A7Z1,H2QFS6,A0A6D2W4W8"
O00461,"O00461,Q08D19,A0A7N9C9A2,H9F0A7,A0A2K6NID3,H9H468,A0A8D2E2F5,A0A2K5N9A4,A0A2I3MGA6,A0AAJ7N1F5"
O00462,"Q8K2I4,O00462,A0A0R4J092,A0A6P5PG13,A0A8I3XCR2,A0A2R8YEC9,A0A1D5QDB9,A0A2J8XQT9,A0A096MS94,A0A2R8Y524"
